Term,Term Two,Definition,Closest MeSH term,Synonym 1,Synonym 2,Synonym 3,Abbreviation,UK Spelling,US Spelling,Noun Form of Word,Verb Form of Word,Adjective Form of Word,Adverb Form of Word,Commonly Associated Term 1,Commonly Associated Term 2,Commonly Associated Term 3,Commonly Associated Term 4,Commonly Associated Term 5,Commonly Associated Term 6,Commonly Associated Term 7,Commonly Associated Term 8
Visual field,,The entire area that can be seen when the eyes are fixed in one position. Deficits in specific areas of the visual field are used to localize brain lesions.,Visual Fields,,,,,,,,,,,vision,visual perception,visual field defect,hemianopia,scotoma,perimetry,retina,optic pathway
Volition,,The cognitive process of making decisions or initiating voluntary movements. Involves the prefrontal cortex and supplementary motor area.,Volition,will,,,,,,volition,,volitional,volitionally,voluntary movement,decision making,prefrontal cortex,supplementary motor area,free will,motor planning,intention,agency
Voxel-based morphometry,Voxelbased morphometry,"A neuroimaging analysis technique that compares local concentrations of brain tissue (e.g., gray matter) across individuals using MRI data.",Neuroimaging,,,,VBM,,,,,,,MRI,neuroimaging,gray matter,brain tissue,voxel,morphometry,structural MRI,brain analysis
Wada test,,"A procedure used to determine language and memory functions in each hemisphere of the brain. It involves anesthetizing one hemisphere at a time, usually with sodium amobarbital, and is commonly performed prior to epilepsy surgery.",Amobarbital,intracarotid amobarbital procedure,intracarotid sodium amobarbital test,,,,,,,,,language lateralization,memory lateralization,cerebral hemispheres,epilepsy surgery,sodium amobarbital,functional laterality,brain mapping,
Wallerian degeneration,,A process of degeneration that occurs in an axon distal to the site of injury. It is a key feature of nerve damage in both the central and peripheral nervous systems.,Wallerian Degeneration,,,,,,,degeneration,degenerate,,,axon,nerve injury,peripheral nerve,central nervous system,distal degeneration,axonal degeneration,nerve damage,neuropathy
Waxy flexibility,,A psychomotor symptom often associated with catatonia and schizophrenia in which a patient's limbs remain in a fixed position after being moved by someone else.,Catalepsy,cerea flexibilitas,,,,,,,,,,catatonia,schizophrenia,psychomotor symptoms,posturing,motor abnormalities,psychiatric symptoms,,
Weber–Fechner law,WeberFechner law,A principle in sensory neuroscience that describes the relationship between the magnitude of a physical stimulus and the perceived intensity. Suggests logarithmic scaling of sensation.,Psychophysics,,,,,,,,,,,psychophysics,sensory perception,stimulus intensity,perception,logarithmic scaling,just-noticeable difference,sensory neuroscience,psychophysical law
Wernicke's area,Wernickes area,"A region of the posterior superior temporal gyrus in the dominant hemisphere, involved in language comprehension. Damage here causes Wernicke's aphasia, which impairs understanding of spoken and written language.",Wernicke Area,Brodmann area 22,,,,,,,,,,language comprehension,Wernicke's aphasia,superior temporal gyrus,receptive aphasia,language processing,speech comprehension,posterior language area,dominant hemisphere
Wernicke's encephalopathy,Wernickes encephalopathy,"A neurological condition caused by thiamine deficiency, typically seen in chronic alcoholics. It manifests with a triad of symptoms: confusion, ataxia, and ophthalmoplegia.",Wernicke Encephalopathy,Wernicke syndrome,,,WE,,,,,,,thiamine deficiency,alcoholism,confusion,ataxia,ophthalmoplegia,Korsakoff syndrome,nutritional deficiency,beriberi
West syndrome,,"A severe form of epilepsy in infancy characterized by infantile spasms, developmental regression, and a distinctive EEG pattern called hypsarrhythmia.","Spasms, Infantile",,,,,,,,,,,infantile spasms,epilepsy,hypsarrhythmia,developmental regression,seizure,pediatric epilepsy,epileptic encephalopathy,
White matter,,"Tissue in the brain and spinal cord composed primarily of myelinated axons, facilitating communication between gray matter regions. Plays a central role in signal transmission speed and integration.",White Matter,substantia alba,,,,,,,,,,myelinated axons,gray matter,central nervous system,brain,spinal cord,myelin,axon tracts,neural connectivity
White matter hyperintensities,,"Lesions seen on MRI as bright spots in the brain's white matter, often associated with aging, vascular disease, and cognitive decline.",Leukoaraiosis,leukoaraiosis,,,WMH,,,,,,,white matter,MRI,aging,vascular disease,cognitive decline,brain lesions,cerebrovascular disease,small vessel disease
Wilson's disease,Wilsons disease,"A rare genetic disorder involving impaired copper metabolism that leads to copper buildup in the brain, liver, and other tissues. Neurological symptoms include tremors, dystonia, and psychiatric changes.",Hepatolenticular Degeneration,hepatolenticular degeneration,,,WD,,,,,,,copper metabolism,liver disease,basal ganglia,tremor,dystonia,Kayser-Fleischer rings,genetic disorder,neurodegeneration
Wolfram syndrome,,"A rare genetic disorder involving diabetes insipidus, diabetes mellitus, optic atrophy, and deafness (DIDMOAD). Associated with neurodegeneration and mitochondrial dysfunction.",Wolfram Syndrome,DIDMOAD,,,WS,,,,,,,diabetes insipidus,diabetes mellitus,optic atrophy,deafness,genetic disorder,neurodegeneration,mitochondrial dysfunction,
Working memory,,A form of short-term memory that allows temporary storage and manipulation of information necessary for tasks like reasoning and comprehension. Often localized to the dorsolateral prefrontal cortex.,"Memory, Short-Term",,,,,,,,,,,short-term memory,prefrontal cortex,executive function,cognitive control,attention,temporary storage,information processing,reasoning
Wrist drop,,"A neurological condition caused by radial nerve damage, resulting in an inability to extend the wrist and fingers. Often associated with nerve compression or trauma.",Radial Neuropathy,drop wrist,,,,,,,,,,radial nerve,peripheral nerve injury,nerve compression,motor deficit,upper extremity,hand weakness,nerve damage,neuropathy
Whiplash,,"Whiplash, also called neck sprain or neck strain, is a soft tissue injury to the neck, usually caused by sudden, fast movement.",Whiplash Injuries,,,,,,,,,,,,,,,,,,
X-chromosome inactivation,,"A process in female mammals where one of the two X chromosomes is randomly silenced in each cell to balance gene dosage with males. Some neurological disorders, such as Rett syndrome, are influenced by X-inactivation patterns.",X Chromosome Inactivation,lyonization,X-inactivation,,XCI,,,inactivation,inactivate,inactive,,X chromosome,dosage compensation,Barr body,Rett syndrome,epigenetics,female mammals,gene silencing,
X-linked adrenoleukodystrophy,,"A genetic disorder affecting the breakdown of very-long-chain fatty acids, leading to their accumulation in the brain and adrenal glands. It causes progressive demyelination and adrenal insufficiency.",Adrenoleukodystrophy,,,,X-ALD,,,,,adrenoleukodystrophic,,demyelination,very-long-chain fatty acids,white matter disease,adrenal insufficiency,peroxisome,genetic disorder,X-linked disorder,adrenomyeloneuropathy
X-linked intellectual disability,,A group of inherited cognitive disorders associated with mutations on the X chromosome. Examples include Fragile X syndrome and MECP2 duplication syndrome.,X-Linked Intellectual Disability,X-linked mental retardation,,,XLID,,,disability,,,,X chromosome,Fragile X syndrome,MECP2 duplication syndrome,cognitive disorder,genetic mutation,inherited disorder,,
Xenon,,A noble gas with neuroprotective and anesthetic properties. It has been studied for its NMDA receptor antagonism and minimal side effects on brain function.,Xenon,xenon gas,,,Xe,,,,,,,neuroprotection,NMDA receptor antagonist,anesthetic,noble gas,general anesthesia,,,
Xenotransplantation,,"The transplantation of cells or tissues from one species to another for research or therapeutic purposes. In neuroscience, fetal pig or rat neural cells may be studied in primate models to investigate brain repair.","Transplantation, Heterologous",cross-species transplantation,,,,,,,xenotransplant,xenotransplant,,neural tissue,cell transplantation,brain repair,primate model,fetal cells,tissue rejection,,
Xerostomia,,"A condition of dry mouth that may result from neurological disorders affecting autonomic control of salivary glands, such as Parkinson's disease or side effects of anticholinergic drugs.",Xerostomia,dry mouth,,,,,,,,xerostomic,,autonomic dysfunction,Parkinson's disease,anticholinergic drugs,salivary gland,neurological disorder,,,
Yawn,,"A reflex involving the opening of the mouth, deep inhalation, and stretching of the eardrums, often associated with tiredness or boredom. Its neural mechanisms involve the hypothalamus and brain stem.",Yawning,,,,,,,yawn,yawn,,,hypothalamus,brain stem,reflex,tiredness,boredom,contagious yawning,stretching,respiration
Yerkes-Dodson law,YerkesDodson law,"An empirical relationship between arousal and performance, suggesting that performance increases with physiological or mental arousal, but only up to a point. When arousal becomes too high, performance decreases.",Arousal,,,,,,,,,,,arousal,performance,stress,optimal performance,inverted U-curve,anxiety,motivation,task difficulty
Y chromosome microdeletion,,"A genetic condition where small segments of the Y chromosome are missing, often associated with male infertility and sometimes linked to neurodevelopmental disorders.",Y Chromosome,,,,,,,,,,,Y chromosome,male infertility,genetic disorder,microdeletion,neurodevelopmental disorder,AZF region,spermatogenesis,genetics
Yohimbine,,"An alkaloid derived from the bark of the yohimbe tree, used as an alpha-2 adrenergic receptor antagonist. In neuroscience research, it is used to study anxiety and noradrenergic systems.",Yohimbine,,,,,,,,,,,alpha-2 adrenergic receptor,norepinephrine,anxiety,receptor antagonist,noradrenergic system,sympathetic nervous system,alkaloid,neuroscience research
Young-Helmholtz theory,YoungHelmholtz theory,"A theory of color vision proposing that the eye has three types of photoreceptors (cones) sensitive to red, green, and blue light. Also known as trichromatic theory.",Color Vision,trichromatic theory,trichromatic color theory,,,,,,,,,color vision,photoreceptors,cones,red light,green light,blue light,trichromacy,retina
Z-drugs,Zdrugs,"A class of non-benzodiazepine medications (e.g., zolpidem, zaleplon, eszopiclone) used to treat insomnia. They act as GABA_A receptor agonists and influence sleep architecture.",Hypnotics and Sedatives,non-benzodiazepine hypnotics,,,,,,,,,,insomnia,GABA-A receptor,zolpidem,zaleplon,eszopiclone,sleep architecture,sedative,hypnotic
Zellweger syndrome,,"A rare congenital disorder caused by peroxisomal dysfunction, affecting brain development, myelination, and motor function. Symptoms include hypotonia, seizures, and impaired neuronal migration.",Zellweger Syndrome,cerebrohepatorenal syndrome,,,,,,,,,,peroxisome,brain development,myelination,hypotonia,seizures,neuronal migration,congenital disorder,motor function
Zona incerta,,"A small region of gray matter in the subthalamus involved in sensorimotor integration, attention, and limbic functions. Its precise role remains under investigation.",Subthalamic Nucleus,,,,ZI,,,,,,,subthalamus,gray matter,sensorimotor integration,attention,limbic system,motor control,thalamus,basal ganglia
Zygosity,,"The genetic relationship between alleles. In neuroscience research, zygosity is important in twin studies exploring heritability of traits like intelligence, brain volume, and psychiatric disorders.",Twins,,,,,,,,,,,twin studies,heritability,alleles,monozygotic,dizygotic,genetics,intelligence,psychiatric disorders
